id,playbackSpeedChanges,tutorialEndedAt,createdAt,isFinalEpisodeSave,episodeCount,mainTotalDurationSec,mainDurationSecAtSave,timeSpentOnPageSec,fileName,mainStartedAt,tutorialDurationSec,videoPauseCount,prolificId,tutorialStartedAt,mainEndedAt,experimentSessionId,feedback_details_json
"ZZNWil7VYRNlrbaJa8QA","[]","2026-04-21T05:41:38.950Z","2026-04-21T05:51:50.833Z",false,3,,611.88,78,"random0_medium_5_7520000.json","2026-04-21T05:41:38.950Z",465,0,"66e9a45427bb5c6168d41030","2026-04-21T05:33:53.952Z",,"ea7bbdac-d663-44a3-a645-682fa8b4d4f1","[{""sentiment"":4,""baseFrame"":82,""DidSpecifyRange"":true,""endFrame"":84,""timeSpentWritingFeedBackSec"":45.76,""index"":1,""createdAt"":""2026-04-21T05:51:52.032Z"",""feedback"":""both chefs worked on their work areas without collaborating"",""reason"":"""",""startFrame"":80}]"
"aJZat7GYoFspLddCMNez","[]","","2026-04-10T04:16:04.174Z","",2,"","",189,"small_corridor_5_7520000.json","","",0,"5d9b7c7efaa2860364b16476","","","","[{""index"":1,""timeSpentWritingFeedBackSec"":153.13,""createdAt"":""2026-04-10T04:16:04.687Z"",""reason"":""The reason for this when I am viewing the game the blue chef had to wait for green chef and too took time to serve dishes."",""feedback"":""There is a communication gap for that one chef had to wait for another."",""startFrame"":83,""sentiment"":3,""DidSpecifyRange"":true,""baseFrame"":85,""endFrame"":87}]"
"b4Et79CnE8pbH5Uw0gDE","[]",,"2026-04-21T05:26:49.491Z",true,5,,,6,"multiplayer_schelling_5_7520000.json",,,0,"asd","2026-04-21T05:26:12.813Z","2026-04-21T05:26:49.490Z","8cf55721-0c81-4984-a5bf-a09598daf262","[]"
"b9jGDl4FDMRb3ny6ThAO","[]","2026-04-10T09:35:44.845Z","2026-04-10T09:35:51.303Z",false,2,,6.46,3,"multiplayer_schelling_5_7520000.json","2026-04-10T09:35:44.845Z",26.95,0,"hi","2026-04-10T09:35:17.892Z",,"e9a95e9a-9d95-4a27-96bd-d9a5b34f1dee","[]"
"bYzNKdRxBvaN0P3NqMiG","[]","2026-04-21T05:49:36.876Z","2026-04-21T05:53:08.131Z",false,2,,211.25,89,"small_corridor_5_7520000.json","2026-04-21T05:49:36.876Z",310.69,0,"67e1da8a432675c0e850e8d1","2026-04-21T05:44:26.183Z",,"9e7935fd-9878-4139-b583-476f7029dbe4","[{""startFrame"":40,""reason"":""Everywhere is supposed to be clean"",""feedback"":""There was a drop of onion"",""createdAt"":""2026-04-21T05:53:09.445Z"",""timeSpentWritingFeedBackSec"":33.44,""index"":1,""endFrame"":44,""baseFrame"":42,""DidSpecifyRange"":true,""sentiment"":2}]"
"bflOm8z2mv75RikDpMEe","[]","2026-04-21T06:17:42.115Z","2026-04-21T06:20:31.575Z",false,3,,169.46,57,"random0_medium_5_7520000.json","2026-04-21T06:17:42.115Z",115.01,4,"64a9858be9b52e570ffb3c1e","2026-04-21T06:15:47.103Z",,"8490d32f-dd25-4b53-be7c-6dde7e8b9763","[{""createdAt"":""2026-04-21T06:20:31.784Z"",""startFrame"":21,""reason"":""Lack of awareness of cooked onions."",""feedback"":""Chef in the green hat, let the onions that were cooked on his stove for far too long."",""timeSpentWritingFeedBackSec"":36.22,""index"":1,""baseFrame"":61,""DidSpecifyRange"":true,""endFrame"":33,""sentiment"":2}]"
"cUDZYmA5WmILtIamBk1q","[]","2026-04-21T05:49:36.876Z","2026-04-21T05:56:21.794Z",true,5,404.92,404.92,85,"multiplayer_schelling_5_7520000.json","2026-04-21T05:49:36.876Z",310.69,0,"67e1da8a432675c0e850e8d1","2026-04-21T05:44:26.183Z","2026-04-21T05:56:21.794Z","9e7935fd-9878-4139-b583-476f7029dbe4","[{""index"":1,""timeSpentWritingFeedBackSec"":41.09,""createdAt"":""2026-04-21T05:56:22.999Z"",""reason"":""Distort order"",""feedback"":""Dropping the onions where they are not supposed to"",""startFrame"":64,""sentiment"":2,""DidSpecifyRange"":true,""baseFrame"":66,""endFrame"":68}]"
"d2N4AIkbUpFYB59YCleV","[]","2026-04-21T05:47:52.131Z","2026-04-21T05:58:38.333Z",false,3,,646.2,317,"random0_medium_5_7520000.json","2026-04-21T05:47:52.131Z",241.4,8,"698ea1be50ea8dbf93448cff","2026-04-21T05:43:50.729Z",,"bc18b8ba-70b6-4457-b050-d22dc1b24b45","[{""reason"":""Negative-chefs were not in the correct open place to transfer the soup."",""feedback"":""Here chefs were not in the correct open spot to transfer the soup."",""startFrame"":83,""createdAt"":""2026-04-21T05:58:39.436Z"",""timeSpentWritingFeedBackSec"":47.12,""index"":5,""endFrame"":87,""baseFrame"":85,""DidSpecifyRange"":true,""sentiment"":2},{""sentiment"":5,""endFrame"":99,""baseFrame"":98,""DidSpecifyRange"":true,""index"":4,""timeSpentWritingFeedBackSec"":32.76,""reason"":""Good-served 2 soups correctly. "",""feedback"":""Correctly served 2 soups chef in green hat. "",""startFrame"":96,""createdAt"":""2026-04-21T05:58:39.318Z""},{""index"":3,""timeSpentWritingFeedBackSec"":33.59,""createdAt"":""2026-04-21T05:58:39.189Z"",""reason"":""Chef in green hat correctly served one soup,"",""feedback"":""Chef in green hat correctly served one soup. "",""startFrame"":52,""sentiment"":5,""baseFrame"":54,""DidSpecifyRange"":true,""endFrame"":56},{""sentiment"":5,""baseFrame"":26,""DidSpecifyRange"":true,""endFrame"":28,""timeSpentWritingFeedBackSec"":48.55,""index"":1,""createdAt"":""2026-04-21T05:58:38.805Z"",""startFrame"":24,""feedback"":""Chef in blue hat correctly put 3 onions in pot for the soup. "",""reason"":""Chef in blue hat correctly placed 3 onions in the pot. ""},{""timeSpentWritingFeedBackSec"":47.05,""index"":2,""createdAt"":""2026-04-21T05:58:38.947Z"",""reason"":""Good placement of soup from chef in blue hat to chef in green hat. "",""feedback"":""Chef blue hat handed off soup to chef in green hat. "",""startFrame"":47,""sentiment"":5,""baseFrame"":49,""DidSpecifyRange"":true,""endFrame"":51}]"
"dsxCpbRcG1doutweMgDM","[]",,"2026-04-21T05:22:05.334Z",false,4,,,1,"random0_medium_5_7520000.json",,,0,"ㅁㄴㅇ","2026-04-21T05:21:42.686Z",,"cd4ed84b-5b55-4fc0-81dc-7873b99e4721","[]"
"ffl6o4qnHUM9j6O9SCkz","[]","2026-04-10T09:35:44.845Z","2026-04-10T09:35:55.008Z",true,5,10.16,10.16,2,"random3_5_7520000.json","2026-04-10T09:35:44.845Z",26.95,0,"hi","2026-04-10T09:35:17.892Z","2026-04-10T09:35:55.008Z","e9a95e9a-9d95-4a27-96bd-d9a5b34f1dee","[]"
"fyyUPhbjsyfv2cvlkqdD","[]","2026-04-21T05:57:14.798Z","2026-04-21T06:02:11.151Z",false,3,,296.35,95,"random0_medium_5_7520000.json","2026-04-21T05:57:14.798Z",158.17,0,"67d411652ada0a7584b2558e","2026-04-21T05:54:36.628Z",,"23c0ee42-36c1-475f-b1e3-7710135de599","[{""sentiment"":4,""DidSpecifyRange"":true,""baseFrame"":58,""endFrame"":60,""timeSpentWritingFeedBackSec"":71.88,""index"":1,""createdAt"":""2026-04-21T06:02:12.669Z"",""startFrame"":56,""feedback"":""one of the chef pick up the onion, the other was in the the serving area also picking up the dish to serve the food"",""reason"":""the chefs was actully doing the exact""}]"
"gGJpkxDhH9nxvemxt9DR","[]","","2026-04-10T04:16:25.833Z","",5,"","",129,"random3_5_7520000.json","","",3,"66708c3d9418ec5491c5483e","","","","[{""timeSpentWritingFeedBackSec"":19.34,""index"":3,""startFrame"":null,""reason"":""Failure to use all equipment available"",""feedback"":""Never make use of both stoves"",""createdAt"":""2026-04-10T04:16:26.704Z"",""sentiment"":1,""endFrame"":null,""baseFrame"":89,""DidSpecifyRange"":false},{""createdAt"":""2026-04-10T04:16:26.556Z"",""reason"":""massive inefficiency"",""feedback"":""Green hat chef is not completing any tasks, aimlessly wandering"",""startFrame"":21,""timeSpentWritingFeedBackSec"":54.16,""index"":2,""baseFrame"":23,""DidSpecifyRange"":true,""endFrame"":48,""sentiment"":1},{""timeSpentWritingFeedBackSec"":33.44,""index"":1,""startFrame"":11,""feedback"":""Needless movement around when it could have continued passing for efficiency"",""reason"":""Needless inefficiency with no gain"",""createdAt"":""2026-04-10T04:16:26.342Z"",""sentiment"":1,""endFrame"":23,""DidSpecifyRange"":true,""baseFrame"":13}]"
"hAB23BZpwcVVFopGBnaV","[]",,"2026-04-21T05:22:03.917Z",false,2,,,0,"multiplayer_schelling_3_5_7520000.json",,,0,"ㅁㄴㅇ","2026-04-21T05:21:42.686Z",,"cd4ed84b-5b55-4fc0-81dc-7873b99e4721","[]"
"jCiJVBNvIo3MpvHY6A0Y","[]","2026-04-21T07:21:13.400Z","2026-04-21T07:23:12.222Z",false,4,,118.82,3,"multiplayer_schelling_3_5_7520000.json","2026-04-21T07:21:13.400Z",163.47,0,"5c747244f33ac60001b7a9e2","2026-04-21T07:18:29.927Z",,"a1c7c4ed-0d72-424f-8d9b-471c71e938d3","[]"
"jZJboQgu2XbKHXGOmlsl","[]","2026-04-21T06:37:52.882Z","2026-04-21T06:40:18.198Z",false,1,,145.31,148,"random3_5_7520000.json","2026-04-21T06:37:52.882Z",143.82,2,"5dd005a9eb39730fc834988f","2026-04-21T06:35:29.057Z",,"33eda4a4-ae8b-477b-a98a-618bd7c15164","[{""baseFrame"":59,""DidSpecifyRange"":true,""endFrame"":24,""sentiment"":1,""createdAt"":""2026-04-21T06:40:19.344Z"",""startFrame"":5,""feedback"":""They don't seem very coordinated and got in each other way."",""reason"":""They could work more efficiently."",""timeSpentWritingFeedBackSec"":88.44,""index"":1}]"
"lSPuBu18FtGF7DDaCYUJ","[]",,"2026-04-21T04:31:08.058Z",false,2,,,3,"multiplayer_schelling_3_5_7520000.json",,,0,"ㅁㄴㅇ","2026-04-21T04:20:52.981Z",,"954ea16e-dee6-4bc1-9cd0-06083f12630b","[]"
"mS6A0EogWS8QV4Lst5Wi","[]","","2026-04-10T04:20:49.119Z","",4,"","",76,"random3_5_7520000.json","","",0,"5d9b7c7efaa2860364b16476","","","","[{""index"":1,""timeSpentWritingFeedBackSec"":37.07,""reason"":""Because they worked together make served 2"",""feedback"":""I have positive feedback for this."",""startFrame"":97,""createdAt"":""2026-04-10T04:20:49.533Z"",""sentiment"":5,""endFrame"":99,""baseFrame"":99,""DidSpecifyRange"":true}]"
"mTmW8uktp4w8Zx94nSOg","[]","2026-04-10T09:35:44.845Z","2026-04-10T09:35:48.160Z",false,1,,3.31,6,"multiplayer_schelling_3_5_7520000.json","2026-04-10T09:35:44.845Z",26.95,0,"hi","2026-04-10T09:35:17.892Z",,"e9a95e9a-9d95-4a27-96bd-d9a5b34f1dee","[]"
"n1NKQPSHlCXU1fWVoID5","[]",,"2026-04-21T05:22:02.818Z",false,1,,,1,"random3_5_7520000.json",,,0,"ㅁㄴㅇ","2026-04-21T05:21:42.686Z",,"cd4ed84b-5b55-4fc0-81dc-7873b99e4721","[]"
"nAGR7yEKJB6MjK8rquI5","[]","2026-04-21T05:57:14.798Z","2026-04-21T06:00:35.016Z",false,2,,200.22,105,"small_corridor_5_7520000.json","2026-04-21T05:57:14.798Z",158.17,0,"67d411652ada0a7584b2558e","2026-04-21T05:54:36.628Z",,"23c0ee42-36c1-475f-b1e3-7710135de599","[{""reason"":""the chefs was actually doing the exact"",""feedback"":""2 chefs was there,one picked up the onion, another add onion to the soup and pick up the dish i the serving area"",""startFrame"":39,""createdAt"":""2026-04-21T06:00:36.152Z"",""index"":1,""timeSpentWritingFeedBackSec"":85.44,""endFrame"":43,""DidSpecifyRange"":true,""baseFrame"":41,""sentiment"":4}]"
"nXQZY1EshGkGy08R0PSD","[]","2026-04-21T05:47:52.131Z","2026-04-21T06:04:23.828Z",false,4,,991.7,344,"multiplayer_schelling_3_5_7520000.json","2026-04-21T05:47:52.131Z",241.4,13,"698ea1be50ea8dbf93448cff","2026-04-21T05:43:50.729Z",,"bc18b8ba-70b6-4457-b050-d22dc1b24b45","[{""createdAt"":""2026-04-21T06:04:24.728Z"",""reason"":""Positive-served 4 in the right serving area. "",""feedback"":""positive-served 4 at the right spot to serve "",""startFrame"":95,""timeSpentWritingFeedBackSec"":38.95,""index"":4,""baseFrame"":97,""DidSpecifyRange"":true,""endFrame"":99,""sentiment"":5},{""baseFrame"":52,""DidSpecifyRange"":true,""endFrame"":54,""sentiment"":4,""createdAt"":""2026-04-21T06:04:24.313Z"",""startFrame"":50,""reason"":""positive-worked together all three onions in soup pot. Served one and 2 very very fast. "",""feedback"":""All three worked together 3 onions now in soup pot. "",""timeSpentWritingFeedBackSec"":127.12,""index"":1},{""sentiment"":2,""baseFrame"":80,""DidSpecifyRange"":true,""endFrame"":82,""timeSpentWritingFeedBackSec"":48.3,""index"":3,""createdAt"":""2026-04-21T06:04:24.595Z"",""reason"":""did not see chef at serving spot for serve three. "",""feedback"":""says served 3 but did not see chef at serving area when 3 came up."",""startFrame"":78},{""reason"":""positive-more onions in soup pot correct amount. "",""feedback"":""more onions in soup pot correctly "",""startFrame"":71,""createdAt"":""2026-04-21T06:04:24.463Z"",""timeSpentWritingFeedBackSec"":36.05,""index"":2,""endFrame"":75,""baseFrame"":73,""DidSpecifyRange"":true,""sentiment"":5}]"
"o062qMwvYThRoabVRZL9","[]","2026-04-21T05:31:40.200Z","2026-04-21T05:46:32.103Z",false,3,,891.9,156,"random0_medium_5_7520000.json","2026-04-21T05:31:40.200Z",123.28,1,"69e2ed0fa8552ceab65b6a83","2026-04-21T05:29:36.918Z",,"d765d347-866f-4e0e-9b3b-a23077f23d8a","[{""timeSpentWritingFeedBackSec"":103.12,""index"":1,""startFrame"":37,""reason"":""The AI either is incapable of placing an empty plate on the counter or wasn't instructed that they could"",""feedback"":""The chef with the blue hat does not give Green hat an empty plate to use"",""createdAt"":""2026-04-21T05:46:32.714Z"",""sentiment"":2,""endFrame"":99,""baseFrame"":39,""DidSpecifyRange"":true}]"
"odIph5CV3EgJ1baGCz0r","[]","2026-04-21T06:20:26.197Z","2026-04-21T06:41:24.260Z",false,2,,1258.06,485,"small_corridor_5_7520000.json","2026-04-21T06:20:26.197Z",267.26,7,"69bda4649ced6db17f093427","2026-04-21T06:15:58.935Z",,"3eee937e-bc81-4a84-b55b-6e1e87a32516","[{""sentiment"":2,""baseFrame"":42,""DidSpecifyRange"":true,""endFrame"":85,""timeSpentWritingFeedBackSec"":390.15,""index"":1,""createdAt"":""2026-04-21T06:41:24.728Z"",""reason"":""It would have been better if the chef with the blue hat had continued to serve the onions to the chef in the green hat in a single, reliable spot (i.e. at the original location which was fine). The abrupt switch and subsequent choice to place the onions at two different locations on the kitchen countertop is a time wasting, inefficient move which I would not personally have chosen. "",""feedback"":""The chef in the blue hat is confusing the chef in green and forcing them to travel unnecessarily by serving them the onions in two different locations along the kitchen countertop. "",""startFrame"":42}]"
"oqLYQ7DfFcrHitQznsUt","[]","2026-04-21T05:49:36.876Z","2026-04-21T05:54:56.405Z",false,4,,319.53,44,"multiplayer_schelling_3_5_7520000.json","2026-04-21T05:49:36.876Z",310.69,0,"67e1da8a432675c0e850e8d1","2026-04-21T05:44:26.183Z",,"9e7935fd-9878-4139-b583-476f7029dbe4","[]"
"oxYjqKPIsZksYEiw6fDC","[]","2026-04-21T05:31:40.200Z","2026-04-21T05:48:46.780Z",false,4,,1026.58,134,"multiplayer_schelling_3_5_7520000.json","2026-04-21T05:31:40.200Z",123.28,2,"69e2ed0fa8552ceab65b6a83","2026-04-21T05:29:36.918Z",,"d765d347-866f-4e0e-9b3b-a23077f23d8a","[{""startFrame"":0,""reason"":""Another Chef"",""feedback"":""With the addition of the third chef, they become more efficient"",""createdAt"":""2026-04-21T05:48:47.374Z"",""timeSpentWritingFeedBackSec"":67.25,""index"":1,""endFrame"":99,""baseFrame"":0,""DidSpecifyRange"":true,""sentiment"":4}]"
"oyI9kfOLiuR9e3PhouvA","[]","2026-04-21T05:57:14.798Z","2026-04-21T06:03:40.618Z",false,4,,385.82,87,"multiplayer_schelling_3_5_7520000.json","2026-04-21T05:57:14.798Z",158.17,0,"67d411652ada0a7584b2558e","2026-04-21T05:54:36.628Z",,"23c0ee42-36c1-475f-b1e3-7710135de599","[{""baseFrame"":6,""DidSpecifyRange"":true,""endFrame"":8,""sentiment"":5,""createdAt"":""2026-04-21T06:03:41.745Z"",""reason"":""the 3 chefs was actually doing the exact "",""feedback"":""3 chefs was actually present, ecah picking uop the onion they needed andf also putting it the soup, picking up a dish and serving the food "",""startFrame"":4,""index"":1,""timeSpentWritingFeedBackSec"":70.72}]"
"rtwEYza48ONVlODH2MKw","[]","2026-04-21T05:44:17.448Z","2026-04-21T05:46:55.634Z",false,3,,158.19,88,"random0_medium_5_7520000.json","2026-04-21T05:44:17.448Z",103.66,0,"662fa9da0240c2626fc31d58","2026-04-21T05:42:33.786Z",,"16fd5d6c-371c-4520-ae0d-f9d1f93c2f99","[{""sentiment"":3,""endFrame"":86,""baseFrame"":84,""DidSpecifyRange"":true,""timeSpentWritingFeedBackSec"":51.57,""index"":1,""reason"":""It would be a good idea for the AI to give the other one plates because it cannot reach it "",""feedback"":"" The blue hate chef did not grab a plate for the other chef"",""startFrame"":82,""createdAt"":""2026-04-21T05:46:55.879Z""}]"
"s0HUGhwDV1rfffmfQZ8H","[]","2026-04-21T07:21:13.400Z","2026-04-21T07:23:09.163Z",false,3,,115.76,16,"random0_medium_5_7520000.json","2026-04-21T07:21:13.400Z",163.47,0,"5c747244f33ac60001b7a9e2","2026-04-21T07:18:29.927Z",,"a1c7c4ed-0d72-424f-8d9b-471c71e938d3","[]"
"tBAimzucUEe1AHarOP5w","[]","2026-04-21T05:44:17.448Z","2026-04-21T05:48:00.882Z",true,5,223.43,223.43,33,"multiplayer_schelling_5_7520000.json","2026-04-21T05:44:17.448Z",103.66,0,"662fa9da0240c2626fc31d58","2026-04-21T05:42:33.786Z","2026-04-21T05:48:00.882Z","16fd5d6c-371c-4520-ae0d-f9d1f93c2f99","[]"
"wMxAbrLNVVD2WEemNE6C","[]","2026-04-21T06:17:42.115Z","2026-04-21T06:18:30.156Z",false,1,,48.04,49,"random3_5_7520000.json","2026-04-21T06:17:42.115Z",115.01,1,"64a9858be9b52e570ffb3c1e","2026-04-21T06:15:47.103Z",,"8490d32f-dd25-4b53-be7c-6dde7e8b9763","[{""index"":1,""timeSpentWritingFeedBackSec"":31.96,""reason"":""Not efficient."",""feedback"":""They were all over the place and didn't stay on their side of the middle table."",""startFrame"":30,""createdAt"":""2026-04-21T06:18:30.397Z"",""sentiment"":2,""endFrame"":47,""DidSpecifyRange"":true,""baseFrame"":45}]"
"whUupV4BN1cf92mG8fg4","[]","2026-04-21T05:47:52.131Z","2026-04-21T06:08:01.861Z",true,5,1209.73,1209.73,217,"multiplayer_schelling_5_7520000.json","2026-04-21T05:47:52.131Z",241.4,17,"698ea1be50ea8dbf93448cff","2026-04-21T05:43:50.729Z","2026-04-21T06:08:01.860Z","bc18b8ba-70b6-4457-b050-d22dc1b24b45","[{""endFrame"":58,""baseFrame"":56,""DidSpecifyRange"":true,""sentiment"":5,""reason"":""positive-correct amount of 3 onions in the pot of soup."",""feedback"":""correct amount of onions in the pot "",""startFrame"":54,""createdAt"":""2026-04-21T06:08:02.589Z"",""timeSpentWritingFeedBackSec"":35.39,""index"":3},{""index"":1,""timeSpentWritingFeedBackSec"":32.33,""createdAt"":""2026-04-21T06:08:02.328Z"",""reason"":""positive-got first three onions in pot correctly. "",""feedback"":""worked very fast to get first 3 onions in pot "",""startFrame"":16,""sentiment"":5,""baseFrame"":18,""DidSpecifyRange"":true,""endFrame"":20},{""index"":4,""timeSpentWritingFeedBackSec"":31.75,""createdAt"":""2026-04-21T06:08:02.776Z"",""reason"":""chef in orange correctly served 2 correct serving location-positive"",""feedback"":""chef in orange correctly served 2 correct serving location"",""startFrame"":71,""sentiment"":5,""DidSpecifyRange"":true,""baseFrame"":73,""endFrame"":75},{""endFrame"":46,""baseFrame"":44,""DidSpecifyRange"":true,""sentiment"":5,""startFrame"":42,""feedback"":""Chef in blue served fast one in correct serving area. "",""reason"":""positive-chef in blue hat correctly served one soup in correct serving area. "",""createdAt"":""2026-04-21T06:08:02.437Z"",""timeSpentWritingFeedBackSec"":41.65,""index"":2}]"
"z27RRog54Voh4k20ANtH","[]",,"2026-04-21T04:31:12.825Z",true,5,,,2,"random3_5_7520000.json",,,0,"ㅁㄴㅇ","2026-04-21T04:20:52.981Z","2026-04-21T04:31:12.825Z","954ea16e-dee6-4bc1-9cd0-06083f12630b","[]"
"zlB8aDTCTM37C9b2WH5q","[]","2026-04-21T05:47:52.131Z","2026-04-21T05:53:20.571Z",false,2,,328.44,138,"small_corridor_5_7520000.json","2026-04-21T05:47:52.131Z",241.4,2,"698ea1be50ea8dbf93448cff","2026-04-21T05:43:50.729Z",,"bc18b8ba-70b6-4457-b050-d22dc1b24b45","[{""createdAt"":""2026-04-21T05:53:21.150Z"",""startFrame"":68,""reason"":""Chef in green hat correctly served one soup."",""feedback"":""Chef in green hat correctly served one."",""timeSpentWritingFeedBackSec"":45.05,""index"":2,""baseFrame"":70,""DidSpecifyRange"":true,""endFrame"":72,""sentiment"":5},{""reason"":""Corect amount of 3 onions to the pot. "",""feedback"":""Correct amount of 3 onions to the pot."",""startFrame"":38,""createdAt"":""2026-04-21T05:53:21.008Z"",""index"":1,""timeSpentWritingFeedBackSec"":41.02,""endFrame"":42,""baseFrame"":40,""DidSpecifyRange"":true,""sentiment"":5}]"
